"_time",user,cmdline,name,"parent_name",pid,ppid,path,"parent_path"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RpcLocator"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0xe78,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x53c,0x27a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x1410,0x27a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x650,0x27a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RpcEptMapper"" ","sc.exe","cmd.exe",0xe80,0x27a4,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RpcEptMapper"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x27a4,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x49c,0x13f8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0xe1c,0x13f8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2910,0x13f8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RmSvc"" ","sc.exe","cmd.exe",0x26c0,0x13f8,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RmSvc"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x13f8,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x18fc,0x2f60,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x2a88,0x2f60,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x19bc,0x2f60,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RetailDemo"" ","sc.exe","cmd.exe",0x2e80,0x2f60,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RetailDemo"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x2f60,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x1a24,0x24c8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x1d28,0x24c8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0xff4,0x24c8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RemoteRegistry"" ","sc.exe","cmd.exe",0x2e60,0x24c8,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RemoteRegistry"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x24c8,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x1610,0x2cc0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x2864,0x2cc0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x1438,0x2cc0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RemoteAccess"" ","sc.exe","cmd.exe",0x620,0x2cc0,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RemoteAccess"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x2cc0,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x2ca8,0x12a0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x251c,0x12a0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x29d0,0x12a0,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RasMan"" ","sc.exe","cmd.exe",0x2390,0x12a0,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RasMan"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x12a0,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x8ec,0x1dac,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x1ec0,0x1dac,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2ab4,0x1dac,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""RasAuto"" ","sc.exe","cmd.exe",0x35c,0x1dac,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""RasAuto"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x1dac,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0xb40,0x5a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x1884,0x5a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2498,0x5a4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""QWAVE"" ","sc.exe","cmd.exe",0x18c0,0x5a4,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""QWAVE"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x5a4,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x984,0xcbc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x18d4,0xcbc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2528,0xcbc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PushToInstall"" ","sc.exe","cmd.exe",0xaf0,0xcbc,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PushToInstall"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0xcbc,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x12e8,0x1cd8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x46c,0x1cd8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x112c,0x1cd8,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""ProfSvc"" ","sc.exe","cmd.exe",0x1fa8,0x1cd8,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""ProfSvc"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x1cd8,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x1acc,0x1d04,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x494,0x1d04,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x12f0,0x1d04,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PrlVssProvider"" ","sc.exe","cmd.exe",0x2b78,0x1d04,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PrlVssProvider"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x1d04,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x480,0x2f8c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0xf4c,0x2f8c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x26fc,0x2f8c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PrintNotify"" ","sc.exe","cmd.exe",0x2ec4,0x2f8c,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PrintNotify"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x2f8c,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x178c,0x12e4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x9bc,0x12e4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x1e94,0x12e4,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""Power"" ","sc.exe","cmd.exe",0x2784,0x12e4,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""Power"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x12e4,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x2c60,0x1578,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x988,0x1578,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0xfa0,0x1578,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PolicyAgent"" ","sc.exe","cmd.exe",0x95c,0x1578,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PolicyAgent"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x1578,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x2d50,0x1090,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x13ec,0x1090,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x7d4,0x1090,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PNRPsvc"" ","sc.exe","cmd.exe",0x1df8,0x1090,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PNRPsvc"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x1090,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x2dc4,0xcec,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x23b8,0xcec,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x62c,0xcec,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PNRPAutoReg"" ","sc.exe","cmd.exe",0x358,0xcec,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PNRPAutoReg"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0xcec,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x200,0x24dc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x278c,0x24dc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x10b8,0x24dc,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""pla"" ","sc.exe","cmd.exe",0x1924,0x24dc,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""pla"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x24dc,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x814,0x2f84,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x2634,0x2f84,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x1270,0x2f84,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PhoneSvc"" ","sc.exe","cmd.exe",0x2670,0x2f84,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PhoneSvc"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x2f84,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i "":\\ everyone authenticated users todos johndoe""","findstr.exe","cmd.exe",0xfe4,0x264,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i ""(F) (M) (W) :\"" ","findstr.exe","cmd.exe",0x2f80,0x264,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"icacls   C:\Windows\SysWow64\perfhost.exe ","icacls.exe","cmd.exe",0x1204,0x264,"C:\Windows\System32\icacls.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x1290,0x277c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x1450,0x277c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2434,0x277c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"sc  qc ""PerfHost"" ","sc.exe","cmd.exe",0x29c0,0x277c,"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"C:\Windows\system32\cmd.exe /c sc qc ""PerfHost"" | findstr BINARY_PATH_NAME | findstr /i /v /l /c:""c:\windows\system32"" | findstr /v /c:""""""""","cmd.exe","cmd.exe",0x277c,0x264,"C:\Windows\System32\cmd.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /v /c:""""""""","findstr.exe","cmd.exe",0x1e0c,0x1e7c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  /i /v /l /c:""c:\windows\system32"" ","findstr.exe","cmd.exe",0x2ec0,0x1e7c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
"2024-02-02T18:16:05.000+0300",johndoe,"findstr  BINARY_PATH_NAME ","findstr.exe","cmd.exe",0x2a0,0x1e7c,"C:\Windows\System32\findstr.exe","C:\Windows\System32\cmd.exe"
